time,OBS1,OBS2
21120.00000000,0.2331234274E-07,0.5768886089E-02
21130.00000000,0.2331186801E-07,0.5755270187E-02
21140.00000000,0.2331139330E-07,0.5741698995E-02
21150.00000000,0.2331091859E-07,0.5728172322E-02
21160.00000000,0.2331044389E-07,0.5714689975E-02
21170.00000000,0.2330996920E-07,0.5701251765E-02
21180.00000000,0.2330949452E-07,0.5687857500E-02
21190.00000000,0.2330901986E-07,0.5674506992E-02
21200.00000000,0.2330854520E-07,0.5661200054E-02
21210.00000000,0.2330807055E-07,0.5647936498E-02
21220.00000000,0.2330759591E-07,0.5634716140E-02
21230.00000000,0.2330712129E-07,0.5621538794E-02
21240.00000000,0.2330664667E-07,0.5608404276E-02
21250.00000000,0.2330617206E-07,0.5595312404E-02
21260.00000000,0.2330569747E-07,0.5582262997E-02
21270.00000000,0.2330522288E-07,0.5569255872E-02
21280.00000000,0.2330474830E-07,0.5556290851E-02
21290.00000000,0.2330427374E-07,0.5543367755E-02
21300.00000000,0.2330379918E-07,0.5530486405E-02
21310.00000000,0.2330332464E-07,0.5517646625E-02
21320.00000000,0.2330285010E-07,0.5504848239E-02
21330.00000000,0.2330237557E-07,0.5492091072E-02
21340.00000000,0.2330190106E-07,0.5479374949E-02
21350.00000000,0.2330142655E-07,0.5466699697E-02
21360.00000000,0.2330095206E-07,0.5454065145E-02
21370.00000000,0.2330047757E-07,0.5441471120E-02
21380.00000000,0.2330000310E-07,0.5428917453E-02
21390.00000000,0.2329952863E-07,0.5416403973E-02
21400.00000000,0.2329905418E-07,0.5403930513E-02
21410.00000000,0.2329857973E-07,0.5391496903E-02
21420.00000000,0.2329810530E-07,0.5379102978E-02
21430.00000000,0.2329763088E-07,0.5366748571E-02
21440.00000000,0.2329715646E-07,0.5354433517E-02
21450.00000000,0.2329668206E-07,0.5342157653E-02
21460.00000000,0.2329620766E-07,0.5329920813E-02
21470.00000000,0.2329573328E-07,0.5317722837E-02
21480.00000000,0.2329525891E-07,0.5305563562E-02
21490.00000000,0.2329478454E-07,0.5293442827E-02
21500.00000000,0.2329431019E-07,0.5281360472E-02
21510.00000000,0.2329383585E-07,0.5269316339E-02
21520.00000000,0.2329336151E-07,0.5257310268E-02
21530.00000000,0.2329288719E-07,0.5245342102E-02
21540.00000000,0.2329241288E-07,0.5233411685E-02
21550.00000000,0.2329193857E-07,0.5221518861E-02
21560.00000000,0.2329146428E-07,0.5209663474E-02
21570.00000000,0.2329099000E-07,0.5197845370E-02
21580.00000000,0.2329051573E-07,0.5186064396E-02
21590.00000000,0.2329004146E-07,0.5174320399E-02
21600.00000000,0.2328956721E-07,0.5162613227E-02
21610.00000000,0.2328909297E-07,0.5150942728E-02
21620.00000000,0.2328861874E-07,0.5139308754E-02
21630.00000000,0.2328814452E-07,0.5127711153E-02
21640.00000000,0.2328767030E-07,0.5116149778E-02
21650.00000000,0.2328719610E-07,0.5104624479E-02
21660.00000000,0.2328672191E-07,0.5093135111E-02
21670.00000000,0.2328624773E-07,0.5081681526E-02
21680.00000000,0.2328577356E-07,0.5070263578E-02
21690.00000000,0.2328529940E-07,0.5058881122E-02
21700.00000000,0.2328482525E-07,0.5047534015E-02
21710.00000000,0.2328435111E-07,0.5036222113E-02
21720.00000000,0.2328387697E-07,0.5024945272E-02
21730.00000000,0.2328340285E-07,0.5013703350E-02
21740.00000000,0.2328292874E-07,0.5002496207E-02
21750.00000000,0.2328245464E-07,0.4991323702E-02
21760.00000000,0.2328198055E-07,0.4980185694E-02
21770.00000000,0.2328150647E-07,0.4969082044E-02
21780.00000000,0.2328103240E-07,0.4958012614E-02
21790.00000000,0.2328055834E-07,0.4946977266E-02
21800.00000000,0.2328008429E-07,0.4935975862E-02
21810.00000000,0.2327961025E-07,0.4925008267E-02
21820.00000000,0.2327913623E-07,0.4914074344E-02
21830.00000000,0.2327866221E-07,0.4903173959E-02
21840.00000000,0.2327818820E-07,0.4892306977E-02
21850.00000000,0.2327771420E-07,0.4881473263E-02
21860.00000000,0.2327724021E-07,0.4870672686E-02
21870.00000000,0.2327676623E-07,0.4859905113E-02
21880.00000000,0.2327629226E-07,0.4849170411E-02
21890.00000000,0.2327581830E-07,0.4838468450E-02
21900.00000000,0.2327534435E-07,0.4827799100E-02
21910.00000000,0.2327487042E-07,0.4817162230E-02
21920.00000000,0.2327439649E-07,0.4806557711E-02
21930.00000000,0.2327392257E-07,0.4795985416E-02
21940.00000000,0.2327344866E-07,0.4785445215E-02
21950.00000000,0.2327297476E-07,0.4774936982E-02
21960.00000000,0.2327250088E-07,0.4764460591E-02
21970.00000000,0.2327202700E-07,0.4754015914E-02
21980.00000000,0.2327155313E-07,0.4743602828E-02
21990.00000000,0.2327107927E-07,0.4733221206E-02
22000.00000000,0.2327060543E-07,0.4722870925E-02
22010.00000000,0.2327013159E-07,0.4712551862E-02
22020.00000000,0.2326965776E-07,0.4702263893E-02
22030.00000000,0.2326918394E-07,0.4692006896E-02
22040.00000000,0.2326871014E-07,0.4681780750E-02
22050.00000000,0.2326823634E-07,0.4671585333E-02
22060.00000000,0.2326776255E-07,0.4661420525E-02
22070.00000000,0.2326728878E-07,0.4651286205E-02
22080.00000000,0.2326681501E-07,0.4641182255E-02
22090.00000000,0.2326634126E-07,0.4631108556E-02
22100.00000000,0.2326586751E-07,0.4621064989E-02
22110.00000000,0.2326539377E-07,0.4611051438E-02
22120.00000000,0.2326492005E-07,0.4601067784E-02
22130.00000000,0.2326444633E-07,0.4591113911E-02
22140.00000000,0.2326397263E-07,0.4581189704E-02
22150.00000000,0.2326349893E-07,0.4571295047E-02
22160.00000000,0.2326302525E-07,0.4561429825E-02
22170.00000000,0.2326255157E-07,0.4551593924E-02
22180.00000000,0.2326207790E-07,0.4541787231E-02
22190.00000000,0.2326160425E-07,0.4532009632E-02
22200.00000000,0.2326113060E-07,0.4522261014E-02
22210.00000000,0.2326065697E-07,0.4512541266E-02
22220.00000000,0.2326018335E-07,0.4502850276E-02
22230.00000000,0.2325970973E-07,0.4493187933E-02
22240.00000000,0.2325923613E-07,0.4483554126E-02
22250.00000000,0.2325876253E-07,0.4473948746E-02
22260.00000000,0.2325828895E-07,0.4464371683E-02
22270.00000000,0.2325781537E-07,0.4454822829E-02
22280.00000000,0.2325734181E-07,0.4445302074E-02
22290.00000000,0.2325686826E-07,0.4435809311E-02
22300.00000000,0.2325639471E-07,0.4426344434E-02
22310.00000000,0.2325592118E-07,0.4416907334E-02
22320.00000000,0.2325544765E-07,0.4407497906E-02
22330.00000000,0.2325497414E-07,0.4398116043E-02
22340.00000000,0.2325450064E-07,0.4388761641E-02
22350.00000000,0.2325402714E-07,0.4379434595E-02
22360.00000000,0.2325355366E-07,0.4370134800E-02
22370.00000000,0.2325308019E-07,0.4360862152E-02
22380.00000000,0.2325260672E-07,0.4351616549E-02
22390.00000000,0.2325213327E-07,0.4342397887E-02
22400.00000000,0.2325165983E-07,0.4333206063E-02
22410.00000000,0.2325118640E-07,0.4324040977E-02
22420.00000000,0.2325071297E-07,0.4314902527E-02
22430.00000000,0.2325023956E-07,0.4305790611E-02
22440.00000000,0.2324976616E-07,0.4296705129E-02
22450.00000000,0.2324929277E-07,0.4287645982E-02
22460.00000000,0.2324881938E-07,0.4278613069E-02
22470.00000000,0.2324834601E-07,0.4269606292E-02
22480.00000000,0.2324787265E-07,0.4260625551E-02
22490.00000000,0.2324739930E-07,0.4251670750E-02
22500.00000000,0.2324692596E-07,0.4242741790E-02
22510.00000000,0.2324645263E-07,0.4233838574E-02
22520.00000000,0.2324597930E-07,0.4224961004E-02
22530.00000000,0.2324550599E-07,0.4216108986E-02
22540.00000000,0.2324503269E-07,0.4207282423E-02
22550.00000000,0.2324455940E-07,0.4198481219E-02
22560.00000000,0.2324408612E-07,0.4189705279E-02
22570.00000000,0.2324361285E-07,0.4180954510E-02
22580.00000000,0.2324313959E-07,0.4172228816E-02
22590.00000000,0.2324266634E-07,0.4163528104E-02
22600.00000000,0.2324219310E-07,0.4154852281E-02
22610.00000000,0.2324171987E-07,0.4146201254E-02
22620.00000000,0.2324124665E-07,0.4137574931E-02
22630.00000000,0.2324077344E-07,0.4128973219E-02
22640.00000000,0.2324030024E-07,0.4120396027E-02
22650.00000000,0.2323982705E-07,0.4111843264E-02
22660.00000000,0.2323935387E-07,0.4103314839E-02
22670.00000000,0.2323888070E-07,0.4094810662E-02
22680.00000000,0.2323840754E-07,0.4086330642E-02
22690.00000000,0.2323793439E-07,0.4077874691E-02
22700.00000000,0.2323746125E-07,0.4069442719E-02
22710.00000000,0.2323698812E-07,0.4061034638E-02
22720.00000000,0.2323651500E-07,0.4052650359E-02
22730.00000000,0.2323604189E-07,0.4044289795E-02
22740.00000000,0.2323556879E-07,0.4035952857E-02
22750.00000000,0.2323509570E-07,0.4027639459E-02
22760.00000000,0.2323462262E-07,0.4019349515E-02
22770.00000000,0.2323414955E-07,0.4011082937E-02
22780.00000000,0.2323367649E-07,0.4002839640E-02
22790.00000000,0.2323320345E-07,0.3994619538E-02
22800.00000000,0.2323273041E-07,0.3986422547E-02
22810.00000000,0.2323225738E-07,0.3978248581E-02
22820.00000000,0.2323178436E-07,0.3970097556E-02
22830.00000000,0.2323131135E-07,0.3961969388E-02
22840.00000000,0.2323083835E-07,0.3953863994E-02
22850.00000000,0.2323036537E-07,0.3945781290E-02
22860.00000000,0.2322989239E-07,0.3937721193E-02
22870.00000000,0.2322941942E-07,0.3929683621E-02
22880.00000000,0.2322894646E-07,0.3921668492E-02
22890.00000000,0.2322847351E-07,0.3913675723E-02
22900.00000000,0.2322800058E-07,0.3905705234E-02
22910.00000000,0.2322752765E-07,0.3897756944E-02
22920.00000000,0.2322705473E-07,0.3889830771E-02
22930.00000000,0.2322658182E-07,0.3881926636E-02
22940.00000000,0.2322610893E-07,0.3874044458E-02
22950.00000000,0.2322563604E-07,0.3866184157E-02
22960.00000000,0.2322516316E-07,0.3858345656E-02
22970.00000000,0.2322469030E-07,0.3850528874E-02
22980.00000000,0.2322421744E-07,0.3842733733E-02
22990.00000000,0.2322374459E-07,0.3834960154E-02
23000.00000000,0.2322327176E-07,0.3827208061E-02
23010.00000000,0.2322279893E-07,0.3819477375E-02
23020.00000000,0.2322232611E-07,0.3811768020E-02
23030.00000000,0.2322185331E-07,0.3804079917E-02
23040.00000000,0.2322138051E-07,0.3796412992E-02
23050.00000000,0.2322090772E-07,0.3788767167E-02
23060.00000000,0.2322043495E-07,0.3781142367E-02
23070.00000000,0.2321996218E-07,0.3773538517E-02
23080.00000000,0.2321948943E-07,0.3765955540E-02
23090.00000000,0.2321901668E-07,0.3758393363E-02
23100.00000000,0.2321854395E-07,0.3750851910E-02
23110.00000000,0.2321807122E-07,0.3743331108E-02
23120.00000000,0.2321759850E-07,0.3735830883E-02
23130.00000000,0.2321712580E-07,0.3728351160E-02
23140.00000000,0.2321665310E-07,0.3720891868E-02
23150.00000000,0.2321618042E-07,0.3713452933E-02
23160.00000000,0.2321570774E-07,0.3706034281E-02
23170.00000000,0.2321523508E-07,0.3698635842E-02
23180.00000000,0.2321476242E-07,0.3691257543E-02
23190.00000000,0.2321428978E-07,0.3683899312E-02
23200.00000000,0.2321381714E-07,0.3676561079E-02
23210.00000000,0.2321334452E-07,0.3669242771E-02
23220.00000000,0.2321287190E-07,0.3661944318E-02
23230.00000000,0.2321239930E-07,0.3654665651E-02
23240.00000000,0.2321192671E-07,0.3647406698E-02
23250.00000000,0.2321145412E-07,0.3640167389E-02
23260.00000000,0.2321098155E-07,0.3632947657E-02
23270.00000000,0.2321050898E-07,0.3625747430E-02
23280.00000000,0.2321003643E-07,0.3618566640E-02
23290.00000000,0.2320956389E-07,0.3611405219E-02
23300.00000000,0.2320909135E-07,0.3604263098E-02
23310.00000000,0.2320861883E-07,0.3597140210E-02
23320.00000000,0.2320814631E-07,0.3590036485E-02
23330.00000000,0.2320767381E-07,0.3582951858E-02
23340.00000000,0.2320720132E-07,0.3575886260E-02
23350.00000000,0.2320672883E-07,0.3568839625E-02
23360.00000000,0.2320625636E-07,0.3561811886E-02
23370.00000000,0.2320578390E-07,0.3554802977E-02
23380.00000000,0.2320531144E-07,0.3547812832E-02
23390.00000000,0.2320483900E-07,0.3540841385E-02
23400.00000000,0.2320436657E-07,0.3533888570E-02
23410.00000000,0.2320389415E-07,0.3526954323E-02
23420.00000000,0.2320342173E-07,0.3520038579E-02
23430.00000000,0.2320294933E-07,0.3513141272E-02
23440.00000000,0.2320247694E-07,0.3506262338E-02
23450.00000000,0.2320200456E-07,0.3499401714E-02
23460.00000000,0.2320153218E-07,0.3492559336E-02
23470.00000000,0.2320105982E-07,0.3485735139E-02
23480.00000000,0.2320058747E-07,0.3478929061E-02
23490.00000000,0.2320011513E-07,0.3472141038E-02
23500.00000000,0.2319964279E-07,0.3465371008E-02
23510.00000000,0.2319917047E-07,0.3458618909E-02
23520.00000000,0.2319869816E-07,0.3451884677E-02
23530.00000000,0.2319822586E-07,0.3445168252E-02
23540.00000000,0.2319775357E-07,0.3438469571E-02
23550.00000000,0.2319728128E-07,0.3431788573E-02
23560.00000000,0.2319680901E-07,0.3425125197E-02
23570.00000000,0.2319633675E-07,0.3418479381E-02
23580.00000000,0.2319586450E-07,0.3411851065E-02
23590.00000000,0.2319539226E-07,0.3405240189E-02
23600.00000000,0.2319492003E-07,0.3398646693E-02
23610.00000000,0.2319444781E-07,0.3392070516E-02
23620.00000000,0.2319397560E-07,0.3385511599E-02
23630.00000000,0.2319350339E-07,0.3378969882E-02
23640.00000000,0.2319303120E-07,0.3372445307E-02
23650.00000000,0.2319255902E-07,0.3365937813E-02
23660.00000000,0.2319208685E-07,0.3359447344E-02
23670.00000000,0.2319161469E-07,0.3352973839E-02
23680.00000000,0.2319114254E-07,0.3346517241E-02
23690.00000000,0.2319067040E-07,0.3340077493E-02
23700.00000000,0.2319019827E-07,0.3333654535E-02
23710.00000000,0.2318972615E-07,0.3327248312E-02
23720.00000000,0.2318925404E-07,0.3320858764E-02
23730.00000000,0.2318878194E-07,0.3314485837E-02
23740.00000000,0.2318830985E-07,0.3308129472E-02
23750.00000000,0.2318783777E-07,0.3301789613E-02
23760.00000000,0.2318736570E-07,0.3295466204E-02
23770.00000000,0.2318689364E-07,0.3289159189E-02
23780.00000000,0.2318642159E-07,0.3282868511E-02
23790.00000000,0.2318594955E-07,0.3276594117E-02
23800.00000000,0.2318547752E-07,0.3270335949E-02
23810.00000000,0.2318500550E-07,0.3264093953E-02
23820.00000000,0.2318453349E-07,0.3257868073E-02
23830.00000000,0.2318406149E-07,0.3251658256E-02
23840.00000000,0.2318358950E-07,0.3245464447E-02
23850.00000000,0.2318311752E-07,0.3239286591E-02
23860.00000000,0.2318264555E-07,0.3233124635E-02
23870.00000000,0.2318217359E-07,0.3226978524E-02
23880.00000000,0.2318170165E-07,0.3220848205E-02
23890.00000000,0.2318122971E-07,0.3214733625E-02
23900.00000000,0.2318075778E-07,0.3208634730E-02
23910.00000000,0.2318028586E-07,0.3202551468E-02
23920.00000000,0.2317981395E-07,0.3196483785E-02
23930.00000000,0.2317934205E-07,0.3190431630E-02
23940.00000000,0.2317887016E-07,0.3184394950E-02
23950.00000000,0.2317839828E-07,0.3178373693E-02
23960.00000000,0.2317792642E-07,0.3172367807E-02
23970.00000000,0.2317745456E-07,0.3166377241E-02
23980.00000000,0.2317698271E-07,0.3160401942E-02
23990.00000000,0.2317651087E-07,0.3154441861E-02
24000.00000000,0.2317603904E-07,0.3148496945E-02
24010.00000000,0.2317556723E-07,0.3142567144E-02
24020.00000000,0.2317509542E-07,0.3136652407E-02
24030.00000000,0.2317462362E-07,0.3130752685E-02
24040.00000000,0.2317415183E-07,0.3124867926E-02
24050.00000000,0.2317368005E-07,0.3118998080E-02
24060.00000000,0.2317320829E-07,0.3113143099E-02
24070.00000000,0.2317273653E-07,0.3107302932E-02
24080.00000000,0.2317226478E-07,0.3101477530E-02
24090.00000000,0.2317179304E-07,0.3095666844E-02
24100.00000000,0.2317132132E-07,0.3089870824E-02
24110.00000000,0.2317084960E-07,0.3084089423E-02
24120.00000000,0.2317037789E-07,0.3078322591E-02
24130.00000000,0.2316990619E-07,0.3072570279E-02
24140.00000000,0.2316943451E-07,0.3066832441E-02
24150.00000000,0.2316896283E-07,0.3061109027E-02
24160.00000000,0.2316849116E-07,0.3055399991E-02
24170.00000000,0.2316801951E-07,0.3049705283E-02
24180.00000000,0.2316754786E-07,0.3044024858E-02
24190.00000000,0.2316707622E-07,0.3038358667E-02
24200.00000000,0.2316660460E-07,0.3032706664E-02
24210.00000000,0.2316613298E-07,0.3027068801E-02
24220.00000000,0.2316566137E-07,0.3021445032E-02
24230.00000000,0.2316518978E-07,0.3015835311E-02
24240.00000000,0.2316471819E-07,0.3010239592E-02
24250.00000000,0.2316424661E-07,0.3004657827E-02
24260.00000000,0.2316377505E-07,0.2999089972E-02
24270.00000000,0.2316330349E-07,0.2993535980E-02
24280.00000000,0.2316283195E-07,0.2987995806E-02
24290.00000000,0.2316236041E-07,0.2982469404E-02
24300.00000000,0.2316188888E-07,0.2976956730E-02
24310.00000000,0.2316141737E-07,0.2971457738E-02
24320.00000000,0.2316094586E-07,0.2965972383E-02
24330.00000000,0.2316047437E-07,0.2960500621E-02
24340.00000000,0.2316000288E-07,0.2955042408E-02
24350.00000000,0.2315953140E-07,0.2949597698E-02
24360.00000000,0.2315905994E-07,0.2944166449E-02
24370.00000000,0.2315858848E-07,0.2938748615E-02
24380.00000000,0.2315811704E-07,0.2933344153E-02
24390.00000000,0.2315764560E-07,0.2927953020E-02
24400.00000000,0.2315717418E-07,0.2922575172E-02
24410.00000000,0.2315670276E-07,0.2917210566E-02
24420.00000000,0.2315623136E-07,0.2911859159E-02
24430.00000000,0.2315575996E-07,0.2906520907E-02
24440.00000000,0.2315528858E-07,0.2901195769E-02
24450.00000000,0.2315481720E-07,0.2895883701E-02
24460.00000000,0.2315434584E-07,0.2890584661E-02
24470.00000000,0.2315387448E-07,0.2885298607E-02
24480.00000000,0.2315340314E-07,0.2880025497E-02
24490.00000000,0.2315293180E-07,0.2874765289E-02
24500.00000000,0.2315246048E-07,0.2869517941E-02
24510.00000000,0.2315198916E-07,0.2864283412E-02
24520.00000000,0.2315151786E-07,0.2859061660E-02
24530.00000000,0.2315104656E-07,0.2853852643E-02
24540.00000000,0.2315057528E-07,0.2848656322E-02
24550.00000000,0.2315010400E-07,0.2843472655E-02
24560.00000000,0.2314963274E-07,0.2838301601E-02
24570.00000000,0.2314916149E-07,0.2833143119E-02
24580.00000000,0.2314869024E-07,0.2827997170E-02
24590.00000000,0.2314821901E-07,0.2822863713E-02
24600.00000000,0.2314774778E-07,0.2817742707E-02
24610.00000000,0.2314727657E-07,0.2812634113E-02
24620.00000000,0.2314680537E-07,0.2807537891E-02
24630.00000000,0.2314633417E-07,0.2802454002E-02
24640.00000000,0.2314586299E-07,0.2797382406E-02
24650.00000000,0.2314539181E-07,0.2792323063E-02
24660.00000000,0.2314492065E-07,0.2787275935E-02
24670.00000000,0.2314444950E-07,0.2782240982E-02
24680.00000000,0.2314397835E-07,0.2777218165E-02
24690.00000000,0.2314350722E-07,0.2772207446E-02
24700.00000000,0.2314303610E-07,0.2767208787E-02
24710.00000000,0.2314256498E-07,0.2762222148E-02
24720.00000000,0.2314209388E-07,0.2757247492E-02
24730.00000000,0.2314162279E-07,0.2752284781E-02
24740.00000000,0.2314115170E-07,0.2747333976E-02
24750.00000000,0.2314068063E-07,0.2742395039E-02
24760.00000000,0.2314020957E-07,0.2737467934E-02
24770.00000000,0.2313973851E-07,0.2732552622E-02
24780.00000000,0.2313926747E-07,0.2727649066E-02
24790.00000000,0.2313879644E-07,0.2722757230E-02
24800.00000000,0.2313832541E-07,0.2717877075E-02
24810.00000000,0.2313785440E-07,0.2713008565E-02
24820.00000000,0.2313738340E-07,0.2708151663E-02
24830.00000000,0.2313691241E-07,0.2703306332E-02
24840.00000000,0.2313644142E-07,0.2698472537E-02
24850.00000000,0.2313597045E-07,0.2693650240E-02
24860.00000000,0.2313549949E-07,0.2688839405E-02
24870.00000000,0.2313502854E-07,0.2684039997E-02
24880.00000000,0.2313455759E-07,0.2679251980E-02
24890.00000000,0.2313408666E-07,0.2674475316E-02
24900.00000000,0.2313361574E-07,0.2669709972E-02
24910.00000000,0.2313314483E-07,0.2664955911E-02
24920.00000000,0.2313267392E-07,0.2660213099E-02
24930.00000000,0.2313220303E-07,0.2655481499E-02
24940.00000000,0.2313173215E-07,0.2650761077E-02
24950.00000000,0.2313126128E-07,0.2646051797E-02
24960.00000000,0.2313079042E-07,0.2641353626E-02
24970.00000000,0.2313031956E-07,0.2636666527E-02
24980.00000000,0.2312984872E-07,0.2631990468E-02
24990.00000000,0.2312937789E-07,0.2627325412E-02
25000.00000000,0.2312890707E-07,0.2622671327E-02
25010.00000000,0.2312843626E-07,0.2618028177E-02
25020.00000000,0.2312796545E-07,0.2613395930E-02
25030.00000000,0.2312749466E-07,0.2608774550E-02
25040.00000000,0.2312702388E-07,0.2604164004E-02
25050.00000000,0.2312655311E-07,0.2599564258E-02
25060.00000000,0.2312608235E-07,0.2594975280E-02
25070.00000000,0.2312561160E-07,0.2590397035E-02
25080.00000000,0.2312514085E-07,0.2585829491E-02
25090.00000000,0.2312467012E-07,0.2581272614E-02
25100.00000000,0.2312419940E-07,0.2576726371E-02
25110.00000000,0.2312372869E-07,0.2572190730E-02
25120.00000000,0.2312325799E-07,0.2567665657E-02
25130.00000000,0.2312278730E-07,0.2563151120E-02
25140.00000000,0.2312231662E-07,0.2558647088E-02
25150.00000000,0.2312184595E-07,0.2554153526E-02
25160.00000000,0.2312137529E-07,0.2549670403E-02
25170.00000000,0.2312090463E-07,0.2545197688E-02
25180.00000000,0.2312043399E-07,0.2540735347E-02
25190.00000000,0.2311996336E-07,0.2536283349E-02
25200.00000000,0.2311949274E-07,0.2531841663E-02
25210.00000000,0.2311902213E-07,0.2527410257E-02
25220.00000000,0.2311855153E-07,0.2522989098E-02
25230.00000000,0.2311808094E-07,0.2518578157E-02
25240.00000000,0.2311761036E-07,0.2514177402E-02
25250.00000000,0.2311713979E-07,0.2509786800E-02
25260.00000000,0.2311666923E-07,0.2505406323E-02
25270.00000000,0.2311619868E-07,0.2501035938E-02
25280.00000000,0.2311572814E-07,0.2496675615E-02
25290.00000000,0.2311525761E-07,0.2492325324E-02
25300.00000000,0.2311478709E-07,0.2487985033E-02
25310.00000000,0.2311431658E-07,0.2483654712E-02
25320.00000000,0.2311384608E-07,0.2479334331E-02
25330.00000000,0.2311337559E-07,0.2475023860E-02
25340.00000000,0.2311290511E-07,0.2470723269E-02
25350.00000000,0.2311243463E-07,0.2466432528E-02
25360.00000000,0.2311196417E-07,0.2462151607E-02
25370.00000000,0.2311149372E-07,0.2457880475E-02
25380.00000000,0.2311102328E-07,0.2453619105E-02
25390.00000000,0.2311055285E-07,0.2449367466E-02
25400.00000000,0.2311008243E-07,0.2445125528E-02
25410.00000000,0.2310961202E-07,0.2440893263E-02
25420.00000000,0.2310914163E-07,0.2436670642E-02
25430.00000000,0.2310867124E-07,0.2432457634E-02
25440.00000000,0.2310820086E-07,0.2428254212E-02
25450.00000000,0.2310773049E-07,0.2424060347E-02
25460.00000000,0.2310726013E-07,0.2419876009E-02
25470.00000000,0.2310678978E-07,0.2415701171E-02
25480.00000000,0.2310631944E-07,0.2411535803E-02
25490.00000000,0.2310584911E-07,0.2407379878E-02
25500.00000000,0.2310537879E-07,0.2403233366E-02
25510.00000000,0.2310490848E-07,0.2399096241E-02
25520.00000000,0.2310443818E-07,0.2394968473E-02
25530.00000000,0.2310396789E-07,0.2390850036E-02
25540.00000000,0.2310349761E-07,0.2386740900E-02
25550.00000000,0.2310302734E-07,0.2382641039E-02
25560.00000000,0.2310255708E-07,0.2378550424E-02
25570.00000000,0.2310208683E-07,0.2374469028E-02
25580.00000000,0.2310161659E-07,0.2370396824E-02
25590.00000000,0.2310114636E-07,0.2366333785E-02
25600.00000000,0.2310067615E-07,0.2362279882E-02
25610.00000000,0.2310020594E-07,0.2358235090E-02
25620.00000000,0.2309973574E-07,0.2354199380E-02
25630.00000000,0.2309926555E-07,0.2350172727E-02
25640.00000000,0.2309879537E-07,0.2346155103E-02
25650.00000000,0.2309832520E-07,0.2342146482E-02
25660.00000000,0.2309785504E-07,0.2338146836E-02
25670.00000000,0.2309738489E-07,0.2334156140E-02
25680.00000000,0.2309691475E-07,0.2330174367E-02
25690.00000000,0.2309644463E-07,0.2326201491E-02
25700.00000000,0.2309597451E-07,0.2322237485E-02
25710.00000000,0.2309550440E-07,0.2318282323E-02
25720.00000000,0.2309503430E-07,0.2314335980E-02
25730.00000000,0.2309456421E-07,0.2310398430E-02
25740.00000000,0.2309409413E-07,0.2306469646E-02
25750.00000000,0.2309362406E-07,0.2302549603E-02
25760.00000000,0.2309315400E-07,0.2298638276E-02
25770.00000000,0.2309268396E-07,0.2294735638E-02
25780.00000000,0.2309221392E-07,0.2290841665E-02
25790.00000000,0.2309174389E-07,0.2286956331E-02
25800.00000000,0.2309127387E-07,0.2283079610E-02
25810.00000000,0.2309080386E-07,0.2279211479E-02
25820.00000000,0.2309033386E-07,0.2275351911E-02
25830.00000000,0.2308986388E-07,0.2271500881E-02
25840.00000000,0.2308939390E-07,0.2267658366E-02
25850.00000000,0.2308892393E-07,0.2263824339E-02
25860.00000000,0.2308845397E-07,0.2259998777E-02
25870.00000000,0.2308798402E-07,0.2256181654E-02
25880.00000000,0.2308751409E-07,0.2252372947E-02
25890.00000000,0.2308704416E-07,0.2248572631E-02
25900.00000000,0.2308657424E-07,0.2244780681E-02
25910.00000000,0.2308610433E-07,0.2240997074E-02
25920.00000000,0.2308563443E-07,0.2237221785E-02
25930.00000000,0.2308516455E-07,0.2233454790E-02
25940.00000000,0.2308469467E-07,0.2229696066E-02
25950.00000000,0.2308422480E-07,0.2225945587E-02
25960.00000000,0.2308375494E-07,0.2222203332E-02
25970.00000000,0.2308328509E-07,0.2218469275E-02
25980.00000000,0.2308281526E-07,0.2214743394E-02
25990.00000000,0.2308234543E-07,0.2211025664E-02
26000.00000000,0.2308187561E-07,0.2207316063E-02
26010.00000000,0.2308140580E-07,0.2203614567E-02
26020.00000000,0.2308093601E-07,0.2199921153E-02
26030.00000000,0.2308046622E-07,0.2196235798E-02
26040.00000000,0.2307999644E-07,0.2192558478E-02
26050.00000000,0.2307952667E-07,0.2188889171E-02
26060.00000000,0.2307905692E-07,0.2185227854E-02
26070.00000000,0.2307858717E-07,0.2181574503E-02
26080.00000000,0.2307811743E-07,0.2177929097E-02
26090.00000000,0.2307764770E-07,0.2174291613E-02
26100.00000000,0.2307717799E-07,0.2170662027E-02
26110.00000000,0.2307670828E-07,0.2167040318E-02
26120.00000000,0.2307623858E-07,0.2163426462E-02
26130.00000000,0.2307576889E-07,0.2159820439E-02
26140.00000000,0.2307529922E-07,0.2156222225E-02
26150.00000000,0.2307482955E-07,0.2152631799E-02
26160.00000000,0.2307435989E-07,0.2149049138E-02
26170.00000000,0.2307389024E-07,0.2145474220E-02
26180.00000000,0.2307342061E-07,0.2141907024E-02
26190.00000000,0.2307295098E-07,0.2138347527E-02
26200.00000000,0.2307248136E-07,0.2134795708E-02
26210.00000000,0.2307201176E-07,0.2131251546E-02
26220.00000000,0.2307154216E-07,0.2127715018E-02
26230.00000000,0.2307107257E-07,0.2124186103E-02
26240.00000000,0.2307060299E-07,0.2120664779E-02
26250.00000000,0.2307013343E-07,0.2117151026E-02
26260.00000000,0.2306966387E-07,0.2113644822E-02
26270.00000000,0.2306919432E-07,0.2110146146E-02
26280.00000000,0.2306872479E-07,0.2106654977E-02
26290.00000000,0.2306825526E-07,0.2103171293E-02
